accuracy,precision,recall,f1_score,matthews_corrcoef,cohen_kappa,auc_roc,false_positive_rate,false_negative_rate,true_negatives,false_positives,false_negatives,true_positives,weighted_cost,model,preprocessing,balance_method,timestamp,train_size,experiment,used_extracted_features
0.978,0.9719626168224299,0.9867172675521821,0.9792843691148776,0.9559563496209333,0.9558330489249363,0.996804682454036,0.03171247357293869,0.013282732447817837,916,30,14,1040,0.085,lightgbm,phishing_count_vector,ninguno,2025-08-12 07:58:29,10000,Exploración Multi-Balanceo,True
0.949,0.9432029795158287,0.961100569259962,0.9520676691729323,0.8977717889804877,0.8975907727278204,0.9890330202871573,0.06448202959830866,0.03889943074003795,885,61,41,1013,0.2355,gradient_boosting,phishing_count_vector,ninguno,2025-08-12 08:11:55,10000,Exploración Multi-Balanceo,True
0.9695,0.9653233364573571,0.9772296015180265,0.9712399811409712,0.9388584147403264,0.9387785006152258,0.9960755563222357,0.039112050739957716,0.022770398481973434,909,37,24,1030,0.1385,logistic_regression,phishing_mixed_features,ninguno,2025-08-12 08:12:33,10000,Exploración Multi-Balanceo,True
0.958,0.9879275653923542,0.9316888045540797,0.958984375,0.9176794477218003,0.9160272071848721,0.9969982468879252,0.012684989429175475,0.0683111954459203,934,12,72,982,0.366,naive_bayes,phishing_mixed_features,ninguno,2025-08-12 08:12:34,10000,Exploración Multi-Balanceo,True
0.944,0.9250902527075813,0.9724857685009488,0.9481961147086031,0.8886548571938159,0.8873429842843463,0.9878345254762889,0.08773784355179703,0.027514231499051234,863,83,29,1025,0.1865,random_forest,phishing_mixed_features,ninguno,2025-08-12 08:13:10,10000,Exploración Multi-Balanceo,True
0.956,0.93125,0.9895635673624289,0.9595216191352346,0.9134437863218762,0.9114260407440212,0.9923692487292946,0.08139534883720931,0.010436432637571158,869,77,11,1043,0.0935,xgboost,phishing_mixed_features,ninguno,2025-08-12 08:17:25,10000,Exploración Multi-Balanceo,True
0.9685,0.959221501390176,0.9819734345351043,0.9704641350210971,0.9370254720058505,0.936730090566356,0.9956783982091779,0.046511627906976744,0.018026565464895637,902,44,19,1035,0.117,lightgbm,phishing_mixed_features,ninguno,2025-08-12 08:17:43,10000,Exploración Multi-Balanceo,True
0.946,0.937962962962963,0.961100569259962,0.9493908153701968,0.8918355293955053,0.8915314157158927,0.9875617300046937,0.0708245243128964,0.03889943074003795,879,67,41,1013,0.2385,gradient_boosting,phishing_mixed_features,ninguno,2025-08-12 08:38:01,10000,Exploración Multi-Balanceo,True
0.972,0.9681050656660413,0.9791271347248577,0.9735849056603774,0.9438681501373518,0.9437997021384213,0.9962069394353936,0.035940803382663845,0.020872865275142316,912,34,22,1032,0.127,logistic_regression,basic_phishing,smote,2025-08-12 08:38:09,10000,Exploración Multi-Balanceo,True
0.965,0.984251968503937,0.9487666034155597,0.966183574879227,0.9306127762514498,0.9299394677000928,0.9962951967938509,0.016913319238900635,0.051233396584440226,930,16,54,1000,0.278,naive_bayes,basic_phishing,smote,2025-08-12 08:38:10,10000,Exploración Multi-Balanceo,True
0.9475,0.9397590361445783,0.9620493358633776,0.9507735583684951,0.8948322316776908,0.8945501509439268,0.9885215287779163,0.06871035940803383,0.03795066413662239,881,65,40,1014,0.2325,random_forest,basic_phishing,smote,2025-08-12 08:38:39,10000,Exploración Multi-Balanceo,True
0.9665,0.94579945799458,0.9933586337760911,0.968995835261453,0.9339385756059023,0.9326106241865499,0.9938074425023369,0.06342494714587738,0.006641366223908918,886,60,7,1047,0.065,xgboost,basic_phishing,smote,2025-08-12 08:41:20,10000,Exploración Multi-Balanceo,True
0.9765,0.9692451071761417,0.9867172675521821,0.9779031499764927,0.9529873869786477,0.9528139927594578,0.996345343020247,0.03488372093023256,0.013282732447817837,913,33,14,1040,0.0865,lightgbm,basic_phishing,smote,2025-08-12 08:41:39,10000,Exploración Multi-Balanceo,True
0.946,0.9487666034155597,0.9487666034155597,0.9487666034155597,0.8916841509842701,0.8916841509842701,0.9880842536837419,0.05708245243128964,0.051233396584440226,892,54,54,1000,0.297,gradient_boosting,basic_phishing,smote,2025-08-12 08:53:03,10000,Exploración Multi-Balanceo,True
0.973,0.9725897920604915,0.976280834914611,0.9744318181818182,0.9458379549825725,0.9458303406268432,0.9963132494353535,0.0306553911205074,0.023719165085388995,917,29,25,1029,0.1395,logistic_regression,phishing_bigram,smote,2025-08-12 08:53:15,10000,Exploración Multi-Balanceo,True
0.962,0.9909638554216867,0.9364326375711575,0.9629268292682926,0.9255738657257201,0.9240164124549097,0.9969009632087167,0.009513742071881607,0.0635673624288425,937,9,67,987,0.3395,naive_bayes,phishing_bigram,smote,2025-08-12 08:53:16,10000,Exploración Multi-Balanceo,True
0.9455,0.9322964318389753,0.9667931688804554,0.9492314857941313,0.8911346686705437,0.8904498390919197,0.9883911485892865,0.07822410147991543,0.03320683111954459,872,74,35,1019,0.212,random_forest,phishing_bigram,smote,2025-08-12 08:53:51,10000,Exploración Multi-Balanceo,True
0.9645,0.9439927732610659,0.99146110056926,0.967144840351689,0.9299096005573988,0.928587377869329,0.9940992935399624,0.06553911205073996,0.008538899430740038,884,62,9,1045,0.076,xgboost,phishing_bigram,smote,2025-08-12 08:57:37,10000,Exploración Multi-Balanceo,True
0.9725,0.9646511627906976,0.9838709677419355,0.9741662752465946,0.9449864351588404,0.9447763441939856,0.9967174280201067,0.040169133192389,0.016129032258064516,908,38,17,1037,0.104,lightgbm,phishing_bigram,smote,2025-08-12 08:58:10,10000,Exploración Multi-Balanceo,True
0.9435,0.9468186134852802,0.9459203036053131,0.9463692453725676,0.8866761116421629,0.8866756657553919,0.9880220723630104,0.05919661733615222,0.054079696394686905,890,56,57,997,0.313,gradient_boosting,phishing_bigram,smote,2025-08-12 09:13:21,10000,Exploración Multi-Balanceo,True
0.9715,0.9698397737983034,0.976280834914611,0.9730496453900709,0.9428348741567497,0.9428116214811589,0.9962159657561449,0.03382663847780127,0.023719165085388995,914,32,25,1029,0.141,logistic_regression,phishing_trigram,smote,2025-08-12 09:13:37,10000,Exploración Multi-Balanceo,True
0.9515,0.9907692307692307,0.9165085388994307,0.9521931986200098,0.9059545880358649,0.9031307734558346,0.9964275828315367,0.009513742071881607,0.08349146110056926,937,9,88,966,0.4445,naive_bayes,phishing_trigram,smote,2025-08-12 09:13:38,10000,Exploración Multi-Balanceo,True
0.9465,0.9300635785649409,0.9715370018975332,0.9503480278422274,0.8934114046497222,0.892413221711213,0.9883364892025145,0.08139534883720931,0.028462998102466792,869,77,30,1024,0.1885,random_forest,phishing_trigram,smote,2025-08-12 09:14:13,10000,Exploración Multi-Balanceo,True
0.966,0.945750452079566,0.9924098671726755,0.9685185185185186,0.9328852254854989,0.9316085272097486,0.9936720476910672,0.06342494714587738,0.007590132827324478,886,60,8,1046,0.07,xgboost,phishing_trigram,smote,2025-08-12 09:18:01,10000,Exploración Multi-Balanceo,True
0.9765,0.9692451071761417,0.9867172675521821,0.9779031499764927,0.9529873869786477,0.9528139927594578,0.9967555391521677,0.03488372093023256,0.013282732447817837,913,33,14,1040,0.0865,lightgbm,phishing_trigram,smote,2025-08-12 09:18:34,10000,Exploración Multi-Balanceo,True
0.9465,0.9479659413434248,0.9506641366223909,0.9493131217432497,0.8926736790273223,0.8926696371431265,0.9882702961836716,0.05813953488372093,0.04933586337760911,891,55,52,1002,0.2875,gradient_boosting,phishing_trigram,smote,2025-08-12 09:33:31,10000,Exploración Multi-Balanceo,True
0.9705,0.9653882132834425,0.9791271347248577,0.9722091380122468,0.9408859927759516,0.9407793438351297,0.9958017579261126,0.039112050739957716,0.020872865275142316,909,37,22,1032,0.1285,logistic_regression,phishing_char_ngram,smote,2025-08-12 09:33:55,10000,Exploración Multi-Balanceo,True
0.952,0.9799599198396793,0.9278937381404174,0.9532163742690059,0.9054308902312698,0.904010366880377,0.9939252861343677,0.021141649048625793,0.07210626185958255,926,20,76,978,0.39,naive_bayes,phishing_char_ngram,smote,2025-08-12 09:34:05,10000,Exploración Multi-Balanceo,True
0.9675,0.9591457753017641,0.9800759013282733,0.9694978883153449,0.9349780059309375,0.9347286015251415,0.9945270408511219,0.046511627906976744,0.019924098671726755,902,44,21,1033,0.127,random_forest,phishing_char_ngram,smote,2025-08-12 09:34:56,10000,Exploración Multi-Balanceo,True
0.9795,0.969416126042632,0.9924098671726755,0.9807782466010314,0.9591266931301247,0.9588243446542952,0.9972158815104846,0.03488372093023256,0.007590132827324478,913,33,8,1046,0.0565,xgboost,phishing_char_ngram,smote,2025-08-12 09:42:49,10000,Exploración Multi-Balanceo,True
0.9825,0.9784037558685446,0.9886148007590133,0.9834827748938179,0.9649355096526466,0.9648767172776446,0.9976862531140807,0.024312896405919663,0.011385199240986717,923,23,12,1042,0.0715,lightgbm,phishing_char_ngram,smote,2025-08-12 09:45:30,10000,Exploración Multi-Balanceo,True
0.964,0.9606003752345216,0.9715370018975332,0.9660377358490566,0.9278097576447233,0.9277424741779703,0.9931841249082324,0.04439746300211417,0.028462998102466792,904,42,30,1024,0.171,gradient_boosting,phishing_char_ngram,smote,2025-08-12 10:15:29,10000,Exploración Multi-Balanceo,True
0.9685,0.9635173058933583,0.9772296015180265,0.970325011775789,0.9368705778907592,0.9367643840951385,0.9959511936807731,0.0412262156448203,0.022770398481973434,907,39,24,1030,0.1395,logistic_regression,phishing_stem_nostop,smote,2025-08-12 10:16:05,10000,Exploración Multi-Balanceo,True
0.961,0.9870259481037924,0.9383301707779886,0.9620622568093385,0.9232409117683791,0.9219915750901098,0.9960685358505401,0.013742071881606765,0.061669829222011384,933,13,65,989,0.3315,naive_bayes,phishing_stem_nostop,smote,2025-08-12 10:16:06,10000,Exploración Multi-Balanceo,True
0.941,0.920863309352518,0.9715370018975332,0.9455216989843028,0.8827862465407089,0.8812819934966678,0.9871013876463768,0.09302325581395349,0.028462998102466792,858,88,30,1024,0.194,random_forest,phishing_stem_nostop,smote,2025-08-12 10:16:33,10000,Exploración Multi-Balanceo,True
0.956,0.9320214669051878,0.9886148007590133,0.9594843462246777,0.9133322090313019,0.9114356680769865,0.9923657384934468,0.080338266384778,0.011385199240986717,870,76,12,1042,0.098,xgboost,phishing_stem_nostop,smote,2025-08-12 10:19:08,10000,Exploración Multi-Balanceo,True
0.9685,0.9609302325581396,0.9800759013282733,0.9704086425551902,0.9369521172022319,0.9367438124403835,0.9956061876431676,0.04439746300211417,0.019924098671726755,904,42,21,1033,0.126,lightgbm,phishing_stem_nostop,smote,2025-08-12 10:19:28,10000,Exploración Multi-Balanceo,True
0.945,0.9362292051756007,0.961100569259962,0.9485018726591761,0.8898627592857785,0.8895107536170161,0.9863627337315612,0.07293868921775898,0.03889943074003795,877,69,41,1013,0.2395,gradient_boosting,phishing_stem_nostop,smote,2025-08-12 10:30:24,10000,Exploración Multi-Balanceo,True
0.973,0.9672897196261683,0.9819734345351043,0.9745762711864406,0.9459171113186404,0.9457951054987854,0.9968718783974069,0.03699788583509514,0.018026565464895637,911,35,19,1035,0.1125,logistic_regression,phishing_advanced,smote,2025-08-12 10:31:05,10000,Exploración Multi-Balanceo,True
0.9455,0.9947643979057592,0.9013282732447818,0.9457441513190642,0.8956427745739319,0.8912642279261395,0.9969420831143615,0.005285412262156448,0.09867172675521822,941,5,104,950,0.5225,naive_bayes,phishing_advanced,smote,2025-08-12 10:31:07,10000,Exploración Multi-Balanceo,True
0.937,0.9157706093189965,0.969639468690702,0.9419354838709677,0.8749102651907942,0.8732057608861912,0.9860478154297934,0.09936575052854123,0.030360531309297913,852,94,32,1022,0.207,random_forest,phishing_advanced,smote,2025-08-12 10:31:44,10000,Exploración Multi-Balanceo,True
0.9565,0.9320822162645219,0.9895635673624289,0.9599631845375057,0.914396149286125,0.9124373222326672,0.9920909371727958,0.080338266384778,0.010436432637571158,870,76,11,1043,0.093,xgboost,phishing_advanced,smote,2025-08-12 10:35:48,10000,Exploración Multi-Balanceo,True
0.9705,0.9636533084808947,0.9810246679316889,0.9722614010343207,0.9409377033515735,0.9407665015491066,0.9955420004733804,0.0412262156448203,0.018975332068311195,907,39,20,1034,0.1195,lightgbm,phishing_advanced,smote,2025-08-12 10:36:13,10000,Exploración Multi-Balanceo,True
0.944,0.9377323420074349,0.9573055028462998,0.9474178403755869,0.8877550952918244,0.8875384578309382,0.9871069037312805,0.0708245243128964,0.04269449715370019,879,67,45,1009,0.2585,gradient_boosting,phishing_advanced,smote,2025-08-12 10:54:02,10000,Exploración Multi-Balanceo,True
0.972,0.9603321033210332,0.9876660341555977,0.9738072965388214,0.9441736829668244,0.9437448265331544,0.9926385339650421,0.045454545454545456,0.012333965844402278,903,43,13,1041,0.0865,logistic_regression,phishing_count_vector,smote,2025-08-12 10:54:17,10000,Exploración Multi-Balanceo,True
0.929,0.9956521739130435,0.8690702087286527,0.92806484295846,0.8663568106844043,0.8586108013382189,0.9923186010406344,0.004228329809725159,0.13092979127134724,942,4,138,916,0.692,naive_bayes,phishing_count_vector,smote,2025-08-12 10:54:18,10000,Exploración Multi-Balanceo,True
0.9505,0.9450139794967382,0.9620493358633776,0.9534555712270804,0.9007720912613262,0.9006081975146025,0.9880316001460258,0.06236786469344609,0.03795066413662239,887,59,40,1014,0.2295,random_forest,phishing_count_vector,smote,2025-08-12 10:54:50,10000,Exploración Multi-Balanceo,True
0.9645,0.9423942394239424,0.9933586337760911,0.9672055427251732,0.9301023476552847,0.9285718597272049,0.9936981237287933,0.06765327695560254,0.006641366223908918,882,64,7,1047,0.067,xgboost,phishing_count_vector,smote,2025-08-12 10:58:09,10000,Exploración Multi-Balanceo,True
0.978,0.9737335834896811,0.9848197343453511,0.9792452830188679,0.9559119445068233,0.9558426231087597,0.9966903490578527,0.02959830866807611,0.015180265654648957,918,28,16,1038,0.094,lightgbm,phishing_count_vector,smote,2025-08-12 10:58:26,10000,Exploración Multi-Balanceo,True
0.9475,0.9455399061032864,0.9554079696394687,0.9504483246814536,0.8946846639073084,0.8946301518329336,0.9885370741080993,0.0613107822410148,0.04459203036053131,888,58,47,1007,0.264,gradient_boosting,phishing_count_vector,smote,2025-08-12 11:12:30,10000,Exploración Multi-Balanceo,True
0.969,0.9635514018691589,0.9781783681214421,0.9708097928436912,0.9378857206768062,0.9377647507578647,0.9961257025486319,0.0412262156448203,0.021821631878557873,907,39,23,1031,0.1345,logistic_regression,phishing_mixed_features,smote,2025-08-12 11:13:13,10000,Exploración Multi-Balanceo,True
0.9565,0.9888776541961577,0.9278937381404174,0.9574155653450808,0.91498429850156,0.913051647321491,0.9969942351898136,0.011627906976744186,0.07210626185958255,935,11,76,978,0.3855,naive_bayes,phishing_mixed_features,smote,2025-08-12 11:13:14,10000,Exploración Multi-Balanceo,True
0.9385,0.9145146927871772,0.9743833017077799,0.9435002296738632,0.8782989773697828,0.8761775714294343,0.9864931139201912,0.1014799154334038,0.025616698292220113,850,96,27,1027,0.183,random_forest,phishing_mixed_features,smote,2025-08-12 11:13:57,10000,Exploración Multi-Balanceo,True
0.957,0.9329159212880143,0.9895635673624289,0.9604051565377533,0.9153492231011657,0.9134484938025096,0.9929569625026577,0.07928118393234672,0.010436432637571158,871,75,11,1043,0.0925,xgboost,phishing_mixed_features,smote,2025-08-12 11:18:36,10000,Exploración Multi-Balanceo,True
0.967,0.9574074074074074,0.9810246679316889,0.9690721649484536,0.934032145557423,0.9337136429374899,0.9958047666996964,0.048625792811839326,0.018975332068311195,900,46,20,1034,0.123,lightgbm,phishing_mixed_features,smote,2025-08-12 11:19:01,10000,Exploración Multi-Balanceo,True
0.9455,0.93790546802595,0.9601518026565465,0.9488982653539616,0.8908138278369137,0.8905330138370288,0.9873140076462967,0.0708245243128964,0.03984819734345351,879,67,42,1012,0.2435,gradient_boosting,phishing_mixed_features,smote,2025-08-12 11:39:50,10000,Exploración Multi-Balanceo,True
0.97,0.967984934086629,0.9753320683111955,0.9716446124763705,0.9398287225961796,0.9397984451945112,0.9958980386807932,0.035940803382663845,0.024667931688804556,912,34,26,1028,0.147,logistic_regression,basic_phishing,undersampling,2025-08-12 11:39:54,10000,Exploración Multi-Balanceo,True
